model,auc,fpr,tpr
Logistic,0.7913196413196414,0.4045864045864046,0.8282051282051283
Logistic,0.7913196413196414,0.404995904995905,0.8307692307692308
Logistic,0.7913196413196414,0.40745290745290746,0.8333333333333334
Logistic,0.7913196413196414,0.4086814086814087,0.8358974358974359
Logistic,0.7913196413196414,0.41154791154791154,0.8384615384615385
Logistic,0.7913196413196414,0.41564291564291567,0.841025641025641
Logistic,0.7913196413196414,0.41973791973791974,0.8435897435897436
Logistic,0.7913196413196414,0.42874692874692877,0.8461538461538461
Logistic,0.7913196413196414,0.4312039312039312,0.8512820512820513
Logistic,0.7913196413196414,0.4430794430794431,0.8538461538461538
Logistic,0.7913196413196414,0.44553644553644556,0.8564102564102564
Logistic,0.7913196413196414,0.45904995904995904,0.8589743589743589
Logistic,0.7913196413196414,0.47583947583947583,0.8615384615384616
Logistic,0.7913196413196414,0.4795249795249795,0.8641025641025641
Logistic,0.7913196413196414,0.4918099918099918,0.8666666666666667
Logistic,0.7913196413196414,0.5008190008190008,0.8692307692307693
Logistic,0.7913196413196414,0.5045045045045045,0.8717948717948718
Logistic,0.7913196413196414,0.5106470106470107,0.8769230769230769
Logistic,0.7913196413196414,0.5131040131040131,0.8794871794871795
Logistic,0.7913196413196414,0.5196560196560197,0.8846153846153846
Logistic,0.7913196413196414,0.5262080262080262,0.8871794871794871
Logistic,0.7913196413196414,0.5298935298935299,0.8897435897435897
Logistic,0.7913196413196414,0.5343980343980343,0.8923076923076924
Logistic,0.7913196413196414,0.5442260442260443,0.8948717948717949
Logistic,0.7913196413196414,0.5507780507780508,0.8974358974358975
Logistic,0.7913196413196414,0.5606060606060606,0.9
Logistic,0.7913196413196414,0.5642915642915642,0.9025641025641026
Logistic,0.7913196413196414,0.5663390663390664,0.9051282051282051
Logistic,0.7913196413196414,0.5773955773955773,0.9102564102564102
Logistic,0.7913196413196414,0.5855855855855856,0.9128205128205128
Logistic,0.7913196413196414,0.5900900900900901,0.9153846153846154
Logistic,0.7913196413196414,0.5917280917280917,0.9205128205128205
Logistic,0.7913196413196414,0.5933660933660934,0.9230769230769231
Logistic,0.7913196413196414,0.6134316134316135,0.9256410256410257
Logistic,0.7913196413196414,0.6191646191646192,0.9282051282051282
Logistic,0.7913196413196414,0.6253071253071253,0.9307692307692308
Logistic,0.7913196413196414,0.6322686322686323,0.9333333333333333
Logistic,0.7913196413196414,0.6351351351351351,0.9358974358974359
Logistic,0.7913196413196414,0.6445536445536445,0.9384615384615385
Logistic,0.7913196413196414,0.6474201474201474,0.941025641025641
Logistic,0.7913196413196414,0.6670761670761671,0.9435897435897436
Logistic,0.7913196413196414,0.6699426699426699,0.9461538461538461
Logistic,0.7913196413196414,0.6814086814086814,0.9487179487179487
Logistic,0.7913196413196414,0.6834561834561834,0.9512820512820512
Logistic,0.7913196413196414,0.7055692055692055,0.9538461538461539
Logistic,0.7913196413196414,0.7063882063882064,0.958974358974359
Logistic,0.7913196413196414,0.7207207207207207,0.9615384615384616
Logistic,0.7913196413196414,0.7280917280917281,0.9641025641025641
Logistic,0.7913196413196414,0.7301392301392301,0.9666666666666667
